section;material;question;no;type;option1;option2;option3;option4;option5;option6;option7;explanation;answer1;answer2;answer3;answer4;score1;score2;score3;score4
;;<p>Your company has a marketing department and a security department. The network contains an Active Directory domain named contoso.com. The domain contains an enterprise certification authority (CA).</p><p>You have two organizational units (OUs) named MKT_UsersOU and MKT_ComputersOU. MKT_UsersOU contains the user accounts for the users in the marketing department. MKT_ComputersOU contains the computer accounts for the computers in the marketing department.</p><p>A Group policy object (GPO) named GPO1 is linked to MKT_UsersOU.</p><p>A GPO named GPO2 linked to MKT_ComputersOU.</p><p>You plan to deploy a web application for the marketing department users.</p><p>The application will require certificates for authentication.</p><p>The security department configures the CA to support the planned deployment.</p><p>You need to ensure that the web application can authenticate the marketing department users. What should you do?</p>;;;From the User Configuration node of GPO1, create an Internet Setting preference.;From the User Configuration node of GPO1, configure the Certificate Services Client - Auto-enrollment settings.;From the Computer Configuration node of GPO2, configure the Certificate Services Client - Certificate Enrollment Policy settings.;From the Computer Configuration node of GPO2, create the Automatic Certificate Request Settings.;;;;;B;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains a server named Server1 that runs Windows Server 2016.</p><p>Server1 has IP Address Management (IPAM) installed. IPAM is configured to use the Group Policy based provisioning method. The prefix for the IPAM Group Policy objects (GPOs) is IP.</p><p>From Group Policy Management, you manually rename the IPAM GPOs to have a prefix of IPAM.</p><p>You need to modify the GPO prefix used by IPAM.</p><p>What should you do?</p>;;;Click Configure server discovery in Server Manager.;Run the Set-IpamConfiguration cmdlet.;Run the Invoke-IpamGpoProvisioning cmdlet.;Click Provision the IPAM server in Server Manager.;;;;<p>The Set-IpamConfiguration cmdlet modifies the configuration for the computer that runs the IPAM server.</p><p>The -GpoPrefix<String> parameter specifies the unique Group Policy object (GPO) prefix name that IPAM uses to create the group policy objects. Use this parameter only when the value of the ProvisioningMethod parameter is set to Automatic.</p><a href='https://docs.microsoft.com/en-us/powershell/module/ipamserver/set-ipamconfiguration?view=win10-ps'>Link</a>;B;;;;1.0;;;
;;"<p>Your network contains an Active Directory domain named contoso.com. The domain contains a member server named Server1 and a domain controller named DC1. Both servers run Windows Server 2016. Server1 is used to perform administrative tasks, including managing Group Polices.</p><p>After maintenance is performed on DC1, you open a Group Policy object (GPO) from Server1 as shown in the exhibit.</p><img src='https://start.opensourceexams.org/exams/70-742/images/image11.jpg' style='max-width: 100%;'><p>You need to be able to view all of the Administrative Templates settings in GPO1. What should you do?</p>";;;From File Explorer, copy the administrative templates from \\contoso.com\SYSVOL\contoso.com\Policies to the PolicyDefinitions folder on Server1.;From File Explorer, delete \\contoso.com\SYSVOL\contoso.com\Policies\PolicyDefinitions.;From File Explorer, delete the PolicyDefinitions folder from Server1.;From Group Policy Management Editor, configure the Filter Options for GPO1.;;;;;B;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. All the accounts of the users in the sales department are in an organizational unit (OU) named SalesOU.</p><p>An application named App1 is deployed to the user accounts in SalesOU by using a Group Policy object (GPO) named Sales GPO.</p><p>You need to set the registry value of \HKEY_CURRENT_USER\Software\App1\Collaboration to 0.</p><p>Solution: You add a user preference that has an Update action.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;;A;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. All the accounts of the users in the sales department are in an organizational unit (OU) named SalesOU.</p><p>An application named App1 is deployed to the user accounts in SalesOU by using a Group Policy object (GPO) named Sales GPO.</p><p>You need to set the registry value of \HKEY_CURRENT_USER\Software\App1\Collaboration to 0.</p><p>Solution: You add a computer preference that has a Replace action.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;;B;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. All the accounts of the users in the sales department are in an organizational unit (OU) named SalesOU.</p><p>An application named App1 is deployed to the user accounts in SalesOU by using a Group Policy object (GPO) named Sales GPO.</p><p>You need to set the registry value of \HKEY_CURRENT_USER\Software\App1\Collaboration to 0.</p><p>Solution: You add a user preference that has a Replace action.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;;A;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains a user named User1, a group named Group1, and an organizational unit (OU) named OU1.</p><p>You need to enable User1 to link Group Policies to OU1.</p><p>Solution: From Active Directory Users and Computers, you add User1 to the Group Policy Creator owners group.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;<p>The Group Policy Creator Owners group also has no permission to link GPOs to a container such as a domain or OU  that permission still must be manually given.</p><a href='http://www.itprotoday.com/management-mobility/what-group-policy-creator-owners-group'>Link</a>;B;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains a user named User1, a group named Group1, and an organizational unit (OU) named OU1.</p><p>You need to enable User1 to link Group Policies to OU1.</p><p>Solution: From Active Directory Administrative Center, you add User1 to Group1. From ADSI Edit, you grant Group1 Full Control permissions to the “CN=Policies, CN=System, DC=Contoso, DC=com” object.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;;B;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains a username User1, a group named Group1, and an organizational unit (OU) named OU1.</p><p>You need to enable User1 to link Group Policies to OU1.</p><p>Solution: From Active Directory Administrative Center, you add User1 to Group1. From Group Policy Management, you click the Group Policy Objects container. From the Delegation tab, you add Group1.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;;B;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains a user named User1, a group named Group1, and an organizational unit (OU) named OU1.</p><p>You need to enable User1 to link Group Policies to OU1.</p><p>Solution: From Active Directory Administrative Center, you add User1 to Group1 and grant Group1 Full Control permissions to OU1.</p><p>Does this meet the goal?</p>;;;Yes;No;;;;;;;A;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com.</p><p>A Group Policy object (GPO) named GPO1 is linked to contoso.com.</p><p>GPO1 has computer configuration policies, user configuration policies, and user preferences configured.</p><p>You need to ensure that the user preferences in GPO1 apply only to users who sign in to computers that runs Windows 10. All the other settings in GPO1 must be applied, regardless of the computer to which the users sign in.</p><p>What should you configure?</p>;;;WMI Filtering;Item-level targeting;Security Settings;Security Filtering;;;;;B;;;;1.0;;;
;;<p>Your company has a marketing department.</p><p>The network contains an Active Directory domain named contoso.com.</p><p>The domain contains two top-level organizational units (OUs) named MKT_Comps and MKT_Users. MKT_Comps contains the computer accounts for the computers in the marketing department. MKT_Users contains the user accounts for the users in the marketing department.</p><p>You link a new Group Policy object (GPO) named GPO1 to MKT_Comps.</p><p>You need to deploy a VPN connection to all of the users who sign in to the marketing department computers. The users must be able to modify the VPN connection settings.</p><p>Where in GPO1 should you create the settings for the VPN connection?</p>;;;Computer Configuration/Policies/Administrative Templates/Network/network Connections;User Configuration/Policies/Administrative Templates/Network/Network Connections;User Configuration/Preferences/Control Panel Settings/Network Options;Computer Configuration/Preferences/Control Panel Settings/Network Options;;;;;D;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The network contains several IP subnets. One of the subnets uses a network ID if 192.168.10.0/24.</p><p>You link a Group Policy object (GPO) named GPO1 to the domain.</p><p>You need to map a drive to a specific file share on the computers in the 192.168.10.0/24 network only.</p><p>What should you do?</p>;;;From the User Configuration node of GPO1, configure the Folder Redirection settings. Link a WMI filter to GPO1.;From the Computer Configuration node of GPO1, configure the Network Connections settings. Link a WMI filter to GPO1.;From the User Configuration node of GPO1, create a Group Policy preference that uses item-level targeting.;From the Computer Configuration node of GPO1, create a Group Policy preference that uses item-level targeting.;;;;;C;;;;1.0;;;
;;<p>Your network contains an Active Directory domain.</p><p>Users do not have administrative privileges to their client computer.</p><p>You modify a computer setting in a Group Policy object (GPO).</p><p>You need to ensure that the setting is applied to five client computers as soon as possible.</p><p>What should you do?</p>;;;From each client computer, run the gpresult.exe command and specify the /r parameter.;From a domain controller, run the gpupdate.exe command and specify the Force parameter.;From a domain controller, run the Invoke-GPUpdate cmdlet.;From each client, run the Get-Gpo cmdlet and specify the –all parameter.;;;;;C;;;;1.0;;;
;;<p>Your network contains two Active Directory forests named fabrikam.com and contoso.com. Each forest contains a single domain.</p><p>Contoso.com has a Group Policy object (GPO) named Cont_GPO1.</p><p>You need to apply the settings from Cont_GPO1 to the computers in fabrikam.com.</p><p>Which two actions should you perform? Each correct answer presents a complete solution.</p><p>NOTE: Each correct selection is worth one point.</p>;;multiple choice;Back up Cont_GPO1. In fabrikam.com, create and link a new GPO by using the Group Policy Management Console (GPMC), and then run the Import Settings Wizard.;Back up Cont_GPO1. In fabrikam.com, run the Restore-GPO cmdlet, and then run the New-GPLink cmdlet.;Back up Cont_GPO1. In fabrikam.com run the Import-GPO cmdlet, and then run the New-GPLink cmdlet.;Copy\\contoso.com\SysVol\contoso.com\Policies to \\fabrikam.com\SysVol\ fabrikam.com\Policies. In fabrikam.com, run the New-GPLink cmdlet.;Back up Cont_GPO1. In fabrikam.com, create and link a new GPO by using the Group Policy Management Console (GPMC), and then run the Restore Group Policy Object Wizard.;;;;AC;;;;1.0;1.0;;
;;"<p>Your network contains an Active Directory domain named contoso.com. The domain contains a single site named Site1. All computers are in Site1.</p><p>The Group Policy objects (GPOs) for the domain are configured as shown in the exhibit. (Click the Exhibit button.)</p><img src='https://start.opensourceexams.org/exams/70-742/images/image10.jpg' style='max-width: 100%;'><p>The relevant users and client computer in the domain are configured as shown in the following table.</p><img src='https://start.opensourceexams.org/exams/70-742/images/image9.jpg' style='max-width: 100%;'><p>You are evaluating what will occur when you set user Group Policy loopback processing mode to Replace in A7.</p><p>Which GPO or GPOs will apply to User2 when the user signs in to Computer1 after loopback processing is configured?</p>";;;A1 and A7 only;A3, A1, A5, A6 and A7;A3, A5, A1, and A7 only;A7 only;;;;<p>In Replace Mode, the user's list of GPOs is not gathered. Only the list of GPOs based on the computer object is used.</p><a href='https://support.microsoft.com/en-us/help/231287/loopback-processing-of-group-policy'>Link</a>;D;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com.</p><p>You have an application named App1 that is deployed to all the client computers in the domain. App1 writes a registry value named LocalStorage on all the client computers.</p><p>You need to delete the LocalStorage registry value from all the client computers in the domain that have less than 100 GB of free disk space on their system volume.</p><p>What should you do?</p>;;;Configure Software Settings in a Group Policy object (GPO) and enable a WMI filter.;Configure a Group Policy setting to modify the security of the LocalStorage registry value.;Create an administrative template file that contains the LocalStorage registry setting, and then add the administrative template to a Group Policy object (GPO).;Configure a Group Policy preference that uses item-level targeting.;;;;<p>In Windows Server 2008 Microsoft introduced a Group Policy extension, named Group Policy Preferences (GPP). GPP that includes registry settings, allows you to add, remove or modify key values.</p><a href='https://theitbros.com/add-modify-and-delete-registry-keys-using-group-policy/'>Link</a>;D;;;;1.0;;;
;;<p>Your network contains an Active Directory domain. The domain contains an organizational unit (OU) named FileServersOU. A Group Policy object (GPO) named GPO1 is linked to FileServersOU. FileServersOU contains all the file servers in the domain.</p><p>You make an urgent security edit to GPO1.</p><p>You need to ensure that all the file servers receive the updated setting as soon as possible.</p><p>What should you do?</p>;;;Right-click FileServersOU and click Group Policy Update…;Right-click the GPO link for GPO1 and click Enforced.;Right-click Group Policy Results and click Group Policy Results Wizard…;Right-click FileServersOU and click Refresh.;;;;;A;;;;1.0;;;
;;"<p>Your network contains an Active Directory domain named contoso.com. The domain contains a single site named Site1. All computers are in Site1.</p><p>The Group Policy objects (GPOs) for the domain are configured as shown in the exhibit. (Click the Exhibit tab.)</p><img src='https://start.opensourceexams.org/exams/70-742/images/image12.jpg' style='max-width: 100%;'><p>The relevant users and client computer in the domain are configured as shown in the following table.</p><img src='https://start.opensourceexams.org/exams/70-742/images/image13.jpg' style='max-width: 100%;'><p>You are evaluating what will occur when you set user Group Policy loopback processing mode to Replace in A4.</p><p>Which GPO or GPOs will apply to User2 when the user signs in to Computer1 after loopback processing is configured?</p>";;;A1, A5, A6 and A4;A3, A1, A4, and A7;A3, A1, A5 and A4 ;A4 only;;;;;D;;;;1.0;;;
;;<p>You have a server named Server1 in a workgroup.</p><p>You need to configure a Group Policy setting on Server1 that will apply to only non-administrative users.</p><p>What should you do?</p>;;;Open Local Group Policy Editor. From the View menu, modify the Customize settings.;Open Local Group Policy Editor. From the File menu, modify the Options settings.;Open Local Users and Groups. Create a new group. Run New-GPO.;Run mmc.exe. Add the Group Policy Object Editor snap-in and change the Group Policy object (GPO).;;;;<a href='https://www.windowscentral.com/how-apply-local-group-policy-settings-specific-users-windows-10'>Link</a>;D;;;;1.0;;;
;;<p>Your company has a main office and three branch offices. The network contains an Active Directory domain named contoso.com.</p><p>The main office contains three domain controllers. Each branch office contains one domain controller.</p><p>You discover the new settings in the Default Domain Policy are not applied in one of the branch offices, but all other Group Policy objects (GPOs) are applied.</p><p>You need to check the replication of the Default Domain Policy for the branch office.</p><p>What should you do from a domain controller in the main office?</p>;;;From Group Policy Management, click Default Domain Policy under Contoso.com, and then open the Scope tab.;From a command prompt, run dcdiag.exe.;From a command prompt, run repadmin.exe.;From Windows PowerShell, run the Get-GPOReport cmdlet.;From Group Policy Management, click Default Domain Policy under Contoso.com, and then open the Details tab.;From a command prompt, run gpresult.exe.;;;C;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains servers that run Windows Server 2016 and client computers that run Windows 10. The naming conventions for the computers and the servers is inconsistent.</p><p>You plan to create a Group Policy object (GPO) named GPO1 and to link GPO1 to the domain. GPO1 will contain custom Group Policy preference settings.</p><p>You need to ensure that the preference settings in GPO1 will apply only to member servers. GPO1 must NOT apply to domain controllers or client computers.</p><p>Which type of item level targeting should you use?</p>;;;Security Group;Processing Mode;Operating System;Environment Variable;Domain;;;<a href='https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2008-R2-and-2008/cc733022(v=ws.11)'>Link</a><a href='https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2008-R2-and-2008/cc753566%28v%3dws.10%29'>Link</a>;C;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com.</p><p>You have an organizational unit (OU) named OU1. A Group Policy object (GPO) named GPO1 is linked to OU1.</p><p>You create a user named User1, and you assign User1 the Full control permission to OU1.</p><p>Which administrative action for GPOs can User1 perform?</p>;;;Link an existing GPO from the domain to OU1;Create a new GPO and link the GPO to OU1;Add an administrative template to GPO1;Edit the User Rights Assignment in GPO1;;;;;A;;;;1.0;;;
;;"<p>Your network contains an Active Directory forest named contoso.com. The domain contains a server named Server1 that runs Windows Server 2016. The computer account of Server1 is an organizational unit (OU) named OU1.</p><p>You open Group Policy Management as shown in the exhibit. (Click the Exhibit button.)</p><img src='https://start.opensourceexams.org/exams/70-742/images/image14.jpg' style='max-width: 100%;'><p>An administrator reports that the settings from GPO1 are not applied to Server1.</p><p>You need to ensure that the settings from GPO1 are applied to Server1.</p><p>What should you do?</p>";;;Enable the link of GPO1;Enforce GPO1;Disable Block inheritance;Remove the security filtering;;;;<p>If the GPO link is enabled, the settings of the GPO are applied when Group Policy is processed for the site, domain or OU.</p><a href='https://docs.microsoft.com/en-us/powershell/module/grouppolicy/set-gplink?view=win10-ps'>Link</a>;A;;;;1.0;;;
;;"<p>Your network contains an Active Directory domain named contoso.com. The relevant objects in the domain are configured as shown in the following table.</p><img src='https://start.opensourceexams.org/exams/70-742/images/image15.jpg' style='max-width: 100%;'><p>User1 is in OU1. GPO1 is linked to OU1.</p><p>The settings in GPO1 are configured as shown in the exhibit. (Click the Exhibit tab.)</p><p>Computer1 does not have any shortcuts on the desktop.</p><p>How many shortcuts appear on the desktop after User1 signs in to Computer1?</p><img src='https://start.opensourceexams.org/exams/70-742/images/image16.jpg' style='max-width: 100%;'>";;;1;2;3;4;;;;;A;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains a server named Server1 that runs Windows Server 2016. All domainjoined computers have Fast Logon Optimization enabled. </p><p>You need to ensure that the next time a user signs in to Server1, the user-targeted Group Policy objects (GPOs) are processed fully before the user gains access to the desktop. </p><p>What should you run on Server?</p>;;;secedit with the /configure switch;Invoke-Gpupdate with the –Boot switch;gpupdate with the /force switch;Invoke-Gpupdate with the –Sync switch;;;;<a href='https://docs.microsoft.com/en-us/powershell/module/grouppolicy/invoke-gpupdate?view=win10-ps'>Link</a>;D;;;;1.0;;;
;;"<p>You network contains an Active Directory Domain named contoso.com.</p><p>You modify a Group Policy object (GPO) as shown in the exhibit. </p><img src='https://start.opensourceexams.org/exams/70-742/images/image17.jpg' style='max-width: 100%;'><p>You need to ensure that the Administrative Templates and their settings appear in Group Policy Management Editor.</p><p>What should you do?</p>";;;Modify the members of the Group Policy Creator Owners group.;Configure the Group Policy filtering options.;On DC1, delete the PolicyDefinitions folder from the C:\Windows\SYSVOL\sysvol\Contoso.com\Policies folder.;On DC1, delete the PolicyDefinitions folder from C:\Windows.;;;;;B;;;;1.0;;;
;;"<p>Your network contains an Active Directory domain named contoso.com. The domain contains two servers named Server1 and Server2 that run Windows Server 2016. The computer accounts of Server1 and Server2 are in the Computers container.</p><p>A Group Policy object (GPO) named GPO1 is linked to the domain. GPO1 has multiple computer settings defined and has following configurations.</p><img src='https://start.opensourceexams.org/exams/70-742/images/image18.jpg' style='max-width: 100%;'><p>An administrator discovers that GPO1 is not applied to Server1. GPO1 is applied to Server2.</p><p>Which configuration possibly prevents GPO1 from being applied to Server1?</p>";;;The permissions on GPO1;The Enforced setting of GPO1;The permissions on the Computers container;The permissions on the domain object of contoso.com;;;;;A;;;;1.0;;;
;;"<p>Your network contains an Active Directory domain named contoso.com. The domain contains a member server named Server1 and a domain controller named DC1. Both servers run Windows Server 2016. Server1 is used to perform administrative tasks, including managing Group Polices.</p><p>After maintenance is performed on DC1, you open a Group Policy object (GPO) from Server1 as shown in the exhibit.</p><img src='https://start.opensourceexams.org/exams/70-742/images/image19.jpg' style='max-width: 100%;'><p>You need to be able to view all of the Administrative Templates settings in GPO1.</p><p>What should you do?</p>";;;From Group Policy Management Editor, configure item-level targeting in GPO1.;From File Explorer, delete \\contoso.com\SYSVOL\contoso.com\Policies\PolicyDefinitions.;From Group Policy Management, configure Security Filtering for GPO1.;From Group Policy Management Editor, configure the Filter Options for GPO1.;;;;;B;;;;1.0;;;
;;"<p>Your network contains an Active Directory domain named contoso.com.</p><p>You open Group Policy Management as shown in the exhibit. (Click the Exhibit button.)</p><img src='https://start.opensourceexams.org/exams/70-742/images/image20.jpg' style='max-width: 100%;'><p>You discover that some of the settings configured in the A1 Group Policy object (GPO) fail to apply to the users in the OU1 organizational unit (OU). You need to ensure that all of the settings in A1 apply to the users in OU1.</p><p>What should you do?</p>";;;Link the A2 GPO to the domain.;Configure the Enforced setting for the A1 link on OU1.;Modify Security Settings for A1.;Block inheritance on OU1.;;;;<a href='https://docs.microsoft.com/en-us/archive/blogs/musings_of_a_technical_tam/group-policy-basics-part-2-understanding-which-gpos-to-apply'>Link</a>;B;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains 10 servers that run Windows Server 2016. The computer accounts of the servers are in an organizational unit (OU) named OU1.</p><p>You create a global group named Server Admins.</p><p>You need to ensure that the members of Server Admins can stop and start the Server service on the servers in OU1. The solution must use the principle of least privilege.</p><p>What should you do?</p>;;;Create a Group Policy object (GPO) linked to OU1. Modify the Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment settings.;On each new server deployed to OU1, configure Computer Configuration\Policies\Windows Settings\Security Settings for Local Computer Policy\NonAdministrators Policy.;Create a Group Policy object (GPO) linked to OU1. Modify the Computer Configuration\Policies\Windows Settings\Security Settings\System Services settings.;From the Local Computer Policy on each new server deployed to OU1, configure Computer Configuration\Policies\Windows Settings\Security Settings.;;;;<a href='https://social.technet.microsoft.com/Forums/ie/en-US/e9d3a8d3-5301-4961-96be-99f586c6fc1c/using-ad-to-allow-a-user-to-startstop-a-service?forum=winserverDS'>Link</a>;C;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains a server named Server1 that runs Windows Server 2016. All domainjoined computers have Fast Logon Optimization enabled. </p><p>You need to ensure that the next time a user signs in to Server1, the user-targeted Group Policy objects (GPOs) are processed fully before the user gains access to the desktop. </p><p>What should you run on Server?</p>;;;secedit with the /analyze switch;Invoke-Gpupdate with the –Boot switch;gpupdate with the /wait switch;gpupdate with the /Sync switch;;;;<a href='https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/gpupdate'>Link</a>;D;;;;1.0;;;
Section: Implement Active Directory Certificate Services;;;;;;;;;;;;;;;;;;;;
;;<p>You have an enterprise certification authority (CA) named CA1. You have a certificate template named UserAutoEnroll that is based on the User certificate template. Domain users are configured to autoenroll for UserAutoEnroll.</p><p>A user named User1 has an email address defined in Active Directory. A user named User2 does not have an email address defined in Active Directory. You discover that User1 was issued a certificate based on UserAutoEnroll template automatically.</p><p>A request by user2 for a certificate based on the UserAutoEnroll template fails.</p><p>You need to ensure that all users can autoenroll for certificated based on the UserAutoEnroll template.</p><p>Which setting should you configure from the properties on the UserAutoEnroll certificate template?</p>;;;Issuance Requirements;Request Handling;Cryptography;Subject Name;;;;;D;;;;1.0;;;
;;<p>Which of the following CA types would you deploy if you wanted to deploy a CA at the top of a hierarchy that could issue signing certificates to other CAs and which would be taken offline if not issuing, renewing, or revoking signing certificates?</p>;;;Enterprise root;Enterprise subordinate;Standalone root;Standalone subordinate;;;;;C;;;;1.0;;;
;;<p>You need to ensure that clients will check at least every 30 minutes as to whether a certificate has been revoked. Which of the following should you configure to accomplish this goal?</p>;;;Key recovery agent;CRL publication interval;Delta CRL publication interval;Certificate templates.;;;;;C;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com. The domain contains an enterprise certification authority (CA) named CA1.</p><p>You duplicate the Computer certificate template, and you name the template Cont_Computers.</p><p>You need to ensure that all of the certificates issued based on Cont_Computers have a key size of 4,096 bits.</p><p>What should you do?</p>;;;From the properties of CA1, modify the Security settings.;From the properties of CA1, modify the Request Handling settings.;From the properties of the Computer template, modify the Key Attestation settings.;From the properties of Cont_Computers, modify the Cryptography settings.;;;;;D;;;;1.0;;;
;;<p>You have an enterprise certification authority (CA).</p><p>You create a global security group named Group1.</p><p>You need to provide members of Group1 with the ability to issue and manage certificates.</p><p>The solution must prevent the Group1 members from managing certificates requested by members of the Domain Admins group.</p><p>Which two actions should you perform? Each correct answer presents part of the solution.</p><p>NOTE: Each correct selection is worth one point.</p>;;multiple choice;From the CA properties, modify the Policy Module settings.;From the Certificate Templates console, modify the Security settings of the Administrator certificate template.;From the CA properties, modify the security settings.;From the CA properties, modify the Enrollment Agents settings.;From the CA properties, modify the Certificate Managers Settings.;From the Certificate Templates console, modify the Security settings of the User certificate template.;;;CE;;;;1.0;1.0;;
;;<p>Your network contains an Active Directory forest named contoso.com. The forest contains an enterprise root certification authority (CA) on a server that runs Windows Server 2016.</p><p>You plan to create and issue a custom subordinate CA template.</p><p>You need to prevent subordinate CAs from issuing subordinate certificates.</p><p>What should you configure in the template?</p>;;;The Cryptography settings;The Request Handling settings;The Basic Constraints extension;The Security settings;;;;;C;;;;1.0;;;
;;<p>Your network contains an Active directory domain named contoso.com. The domain has an enterprise certification authority (CA).</p><p>You duplicate the Basic EFS template, and you name the template Template1.You configure the CA to issue Template1.</p><p>Users are configured to obtain a new certificate automatically when they sign in to a computer in the domain.</p><p>You need to enable the users to automatically obtain a certificate based on Template1.</p><p>What should you modify?</p>;;;The Publication Settings for the CA.;The Security Settings for Template1.;The Request Handling properties for Template1.;The Request Handling properties for the CA.;;;;;B;;;;1.0;;;
;;<p>You have an offline root certification authority (CA) named CA1. CA1 is hosted on a virtual machine.</p><p>You only turn on CA1 when the CA must be patched or you must generate a key for subordinate CAs.</p><p>You start CA1, and you discover that the filesystem is corrupted.</p><p>You resolve the filesystem corruption and discover that you must reload the CA root from a backup.</p><p>When you attempt to run the Restore-CARoleService cmdlet, you receive the following error message: “The process cannot access the file because it is being used by another process.”</p><p>You need to ensure that you can restore the CA.</p><p>What should you do first?</p>;;;Stop the Active Directory Certificate Services (AD CS) service.;Run the Restore-CARoleService cmdlet and specify the –Force parameter.;Stop the Active Directory Domain Services (AD DS) service.;Run the Restore-CARoleService cmdlet and specify the path to a valid CA key.;;;;;A;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com.</p><p>You deploy a standalone root certification authority (CA) named CA1.</p><p>You need to autoenroll domain computers for certificates by using a custom certificate template.</p><p>What should you do first?</p>;;;Modify the Policy Module for CA1.;Modify the Exit Module for CA1.;Install a standalone subordinate CA.;Install an enterprise subordinate CA.;;;;<p>You can't create templates or configure auto-enrollment on a standalone CA.</p>;D;;;;1.0;;;
;;<p>Your network contains an Active Directory domain named contoso.com.</p><p>The domain contains an enterprise root certification authority (CA) on a server that runs Windows Server 2016.</p><p>You need to configure the CA to support Online Certificate Status Protocol (OCSP) responders.</p><p>Which two actions should you perform? Each correct selection presents part of the solution.</p><p>NOTE: Each correct selection is worth one point.</p>;;multiple choice;Add a new certificate template to issue.;Modify the Authority Information Access (AIA) of the CA.;Configure an enrollment agent.;Install a standalone subordinate CA.;Modify the CRL distribution point (CDP) of the CA.;;;<p>Once the OCSP service is configured, we need to configure the OCSP Response Signing template. This process includes adding an Authority Information Access (AIA) extension and then issuing a new certificate template.</p><a href='https://www.poweradmin.com/blog/deploying-active-directory-certificate-services-and-online-responder/'>Link</a>;AB;;;;1.0;1.0;;
;;<p>You have a standalone root certification authority (CA).</p><p>You have a new security policy requirements specifying that any changes to the CA configuration must be logged.</p><p>You need to ensure that the CA meets the new security requirement.</p><p>Which two actions should you perform? Each correct answer presents part of the solution.</p>;;multiple choice;From the Certification Authority console, modify the Auditing settings for the CA.;From the Certification Authority console, modify the Security settings for the CA.;From Local Group Policy Editor, configure auditing for policy change.;From the Certification Authority console, modify the Certificate Managers settings for the CA.;From Local Group Policy Editor, configure auditing for object access.;;;<p>Audit policy change defines whether every incident of a change to user rights assignment policies, audit policies, or trust policies is audited.</p><p>Audit object access defines whether the event of a user accessing an object--for example, a file, folder, registry key, printer, and so forth--that has its own system access control list (SACL) specified is audited.</p><a href='https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/basic-audit-policy-change'>Link</a><a href='https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/basic-audit-object-access'>Link</a>;CE;;;;1.0;1.0;;
;;"<p>Your network contains an Active Directory domain named contoso.com. The domain contains servers that run Windows Server 2016. The servers are configured as shown in the following table:</p><img src='https://start.opensourceexams.org/exams/70-742/images/image21.jpg' style='max-width: 100%;'><p>You have a research department. The computers in the research department are not domain-joined. </p><p>You need to ensure that the research department computers can use automatic certificate enrollment to receive and renew certificates from the CA. </p><p>Which two role services should you install and configure on CA1? Each correct answer presents part of the solution.</p><p>NOTE: Each correct selection is worth one point.</p>";;multiple choice;Certificate Enrollment Policy Web Service ;Certificate Authority Web Enrollment ;Online Responder ;Certificate Enrollment Web Service ;Network Device Enrollment Service ;;;<a href='https://www.ejbca.org/docs/Part_2__Microsoft_Certification_Authority_and_Group_Policies.html'>Link</a>;AB;;;;1.0;1.0;;
